ProtFP3.1,ProtFP4.1,ProtFP5.1,ProtFP6.1,ProtFP7.1,ProtFP8.1,ST2.1,ST3.1,ST4.1,ST5.1,ST6.1,ST7.1,ST8.1,BLOSUM2.1,BLOSUM3.1,BLOSUM4.1,BLOSUM5.1,BLOSUM6.1,BLOSUM7.1,BLOSUM8.1,BLOSUM9.1,BLOSUM10.1,MSWHIM2.1
-0.21713735406128637,0.3063412359940378,1.35895955625792,1.3318243429305618,1.3926199741900995,1.0902188369239283,-0.6771268598512808,-0.04872621937792821,-1.3542736394822146,1.0371019403469617,0.4570998042437543,-0.2506556393847657,0.5437561334671579,1.651502408376562,-0.1999404149951266,1.2285381558159822,1.081406247496059,1.4739880535338676,-1.0579080501532094,-1.1995419331681563,1.3814605462884768,-1.0957210275530664,-0.2564678499785872
-1.6256552817576557,0.01292091744804348,1.362584151532735,1.284331107982204,0.037213081067380624,-0.3985324038493916,0.7284342706872283,-1.0287180278138646,0.014597017214366124,1.6309668420111119,-0.11427495106093857,0.3621293384593973,0.7448286862993421,0.0633151046002681,-0.4793480435881575,1.4271107502972058,1.4649516486606522,1.8973189563999677,-0.5408272784620662,0.25785073674989073,0.6979393906934266,0.8323917200905877,0.04274464166309787
-0.8061996736032672,0.02555762971087932,-0.42141413943536116,-0.08473775306784444,-1.1719706003510455,-0.4764585785716626,-0.08115619229399976,0.13485207007422353,0.39979350354451365,-0.7554838106870205,0.79992465742657,1.130313272902507,-0.06534881926902665,-0.7312486987049107,-0.23132468846299808,-0.3435045519134648,-0.31750573986081015,0.5470796702044362,-0.027050614719932906,0.8950515788659794,-0.6866738913116341,-0.38157879939435224,0.38470177496788077
-1.0084978715146102,0.5203603742243161,-0.35656605938074004,-0.08932357155806951,-1.5563512974195004,0.720001143895381,-0.2621997183485863,-0.19164709400070107,1.2570286134754702,-1.2601974373165628,-0.79992465742657,1.6780046340521004,0.6195603382818908,-1.3568508047524204,0.3558687775796382,-2.283983328938942,-0.2506694922696216,0.15408023460022294,0.1351301677552841,0.5537511734338268,1.683546094188433,-0.0037203487696255534,0.7694035499357615
-0.5095271898001663,0.13023145434825004,-0.9986854659726712,0.5172952550958343,0.9511969317648866,-1.1696563940625846,-0.5249109655848189,-0.6937504356221521,-0.987677026591343,-0.354664573456735,0.22854990212187715,-0.436755477825688,0.33596506607906534,-0.3525789958851255,-0.4243017985648208,0.41847175442067225,-0.13194999290819995,-0.25597879016621783,0.2530562652033513,0.5537511734338268,-0.26155225214449346,0.24306025220508126,-0.08548928332619574
0.230259218812903,-0.7929572874415667,-1.019626864437709,0.08662986172564842,-0.43000600928778043,-0.8253748495584498,0.8757281389263247,2.4626747697388143,-1.0992031183472253,-1.2667212476001826,2.628323874401587,-0.6484233239179272,-0.4802398963840489,1.1921686006689074,-1.5840858721421294,0.7733606992397809,-0.5778535810326845,-0.36729733459626684,0.053879416288242034,1.6082259424130172,-1.095209159718866,-0.8156223655329514,0.47019105829407654
-0.8563729284890337,-0.652640225957225,1.9748063444402215,0.08195491130976582,1.165451537602613,0.0688773302864604,0.33692564820389675,0.802574313696979,-0.1790379397534389,1.116347067964833,1.371299412731263,-0.593271781553934,-0.8262433544783955,1.149120100428894,-1.4900564283975282,1.8674671822599895,-0.08899680034975942,1.7453313988733172,-1.469053815002733,-0.48949544453157756,-0.040328509414219955,-0.0037203487696255534,1.0258713999143487
-0.8061996736032672,0.02555762971087932,-0.42141413943536116,-0.08473775306784444,-1.1719706003510455,-0.4764585785716626,-0.08115619229399976,0.13485207007422353,0.39979350354451365,-0.7554838106870205,0.79992465742657,1.130313272902507,-0.06534881926902665,-0.7312486987049107,-0.23132468846299808,-0.3435045519134648,-0.31750573986081015,0.5470796702044362,-0.027050614719932906,0.8950515788659794,-0.6866738913116341,-0.38157879939435224,0.38470177496788077
-0.2671174421114963,-0.021772879943724694,-0.24766311607104347,0.03533813029616804,-0.13654810964975234,-0.7702632229733908,0.6110307734787359,0.16137979264360836,-0.015228346708237358,0.05807401192129548,0.22854990212187715,0.17575923047812225,-0.15088144505323065,-0.12855829231027532,-0.5238429283376173,-0.1296583448365668,0.050466390041698714,-0.22309112814550275,0.2076213823310222,0.6016008609688657,-0.38856876404360935,0.643205929318921,0.17097856665239147
-0.7388609466873063,0.11750385859132835,-0.2597306240848923,0.08195491130976582,-1.2358447057370043,-0.26648122283577685,0.07118587455226622,0.16667706849369132,1.0212018003607224,-0.9106346972236941,0.11427495106093857,1.2835980426574218,0.27485271252721794,-0.813074980565042,-0.09690566190099212,-0.9052471113767676,-0.31750573986081015,0.4358517855836489,0.09897920085232778,0.7409414288825542,-0.18766254158426074,-0.01332823447956344,0.34195713330478295
-0.242161472420549,-0.09717627427970432,0.3140690285498439,-0.91320535375454,-0.4701271100003012,-0.004040124510180213,-0.10740623052220952,-0.21634324957798987,0.5618975961318331,0.10848474342499649,0.9141996084875086,0.7299664870883054,-1.1129566976704814,-0.657455282290387,-0.4682880553719082,-0.9236043744194312,-0.4976698343708952,0.6105733402534091,-0.749438792453487,-0.5776062049185198,-1.4865725776677783,-0.26528671613650934,0.983126758251251
-0.242161472420549,-0.09717627427970432,0.3140690285498439,-0.91320535375454,-0.4701271100003012,-0.004040124510180213,-0.10740623052220952,-0.21634324957798987,0.5618975961318331,0.10848474342499649,0.9141996084875086,0.7299664870883054,-1.1129566976704814,-0.657455282290387,-0.4682880553719082,-0.9236043744194312,-0.4976698343708952,0.6105733402534091,-0.749438792453487,-0.5776062049185198,-1.4865725776677783,-0.26528671613650934,0.983126758251251
1.387421504379946,0.2709551918375667,-0.25168470596028203,0.0772823748746184,1.2115364275408969,0.7386687100421823,-0.8103570256609286,1.0390472536095074,-1.390147457487863,-0.4526386253376735,0.9141996084875086,-0.436755477825688,-0.337387237994393,1.4514872327928174,-0.2418350877226213,-0.4450162148569853,-0.2590634618507044,-0.9780587445582402,-0.3298716790342868,-0.9696308154216335,0.3150457567941178,-1.2168483310909972,-0.1282339249892936
