X.m,PP1.1,PP3.1,KF1.1,KF3.1,KF5.1,KF6.1,KF7.1,KF8.1,KF9.1,KF10.1,Z1.1,Z2.1,Z3.1,Z4.1,Z5.1,F1.1,F3.1,F4.1,F5.1,F6.1,T2.1,T3.1,T4.1,T5.1,VHSE2.1,VHSE4.1,VHSE6.1,VHSE7.1,VHSE8.1
-1.4039215664763403,1.9615875532116502,0.8279641859982686,-0.45538399141644353,1.5076545059881827,-0.3659927811338302,0.05430415356362076,0.7860896516230975,1.6360900664543683,0.43055341897485316,-0.4448980412188425,1.217460056436681,0.5334196600813979,-1.804549960088169,-0.4754514233874699,-1.7200162882682695,-0.35628859819387587,0.974963771743033,-0.3374419273788825,-2.1747470493988863,1.5738603345005786,1.6771313448077654,1.14487808344145,-1.3178890309252695,0.11162366569547558,1.17730057646617,-0.0778924621438622,1.5573008612809216,0.32836835268023307,-1.1906972261848183
0.37502467683476065,0.7481813418032509,0.4764038752010027,-1.0276213676914172,0.4868012970602639,-0.6638587586818723,0.31414976830549074,-1.2923855958682133,0.45939761236283083,-1.1519377071461916,-0.3569517087349527,0.7096694316005338,-0.3200517960488387,-0.10135623583715757,-0.7098599593029934,-0.435355065858789,0.255733580578407,-0.24576724902084762,0.27973306319309266,-2.0188029936596803,0.12390821007690056,1.5676268575553478,0.26476917182645493,0.46659704411014047,0.8185735484334876,-0.41125456348961315,-0.17848579077175078,0.48061492487941826,-0.1595806013238059,-2.0103843767193195
0.37502467683476065,-0.9409056025013737,-0.6015093101442339,-1.2783546027840886,-0.7723968829851781,0.06808657883643698,0.2510330876588476,0.1404219029819763,-0.20176202902535634,0.7594374836308203,-0.8218625906275256,-0.6438751613072696,0.0,0.33996904349434304,0.2198602252660151,0.9038772110916333,0.7753284209130589,-0.174490382274802,0.1464225441377613,0.977945419741351,-0.4865473580253911,0.0006249023634625809,-0.9968766340609418,0.604015639295569,-0.33487099708642676,-0.590144790673347,-0.47296088089289623,-0.42922429784323146,-0.11115222316211965,-0.04990568944880154
0.37502467683476065,-1.2369980077929636,0.025856940970608477,-1.532365210520792,-0.48957887624639757,0.4258300213942486,-0.4287891977931945,-0.7355457879119873,-1.413436352191438,-0.9969155657520876,0.7564752003358388,-0.5051954867302481,-1.1735232521790753,0.4328114222337552,0.12728674269506302,0.13882065455404247,-0.3723558117942479,-1.162163432065152,0.7913412272999417,1.5837041228273678,0.03213870034552771,-0.7242149501803041,-1.0305162010497588,0.44060786636940347,0.4464946627819023,-1.5203324668767224,-1.200296472278751,-0.627806383716998,-0.933816878149127,0.6649180415233041
-1.4039215664763403,-0.21607170261387498,-0.3664383241684012,0.12631141592187903,-0.0723442453186404,-1.4962316073604986,-1.1544712512775765,0.028554774515662244,-0.6848894217975708,0.7375345881026611,-0.09814188063939987,-0.5900899998534651,-0.21336786403255917,-0.5313656747043519,-0.906061599428163,1.5411130539310167,0.45827266401563377,0.4625857742943621,1.3183017500398186,0.6522069918805613,-0.29681880966998503,-0.09041142787134791,0.6782723903064314,0.222084890365015,0.18603944282579263,0.3915176066074592,-0.41306154305204906,-1.203286579109449,0.7350644835933643,-0.2174615610150122
0.37502467683476065,-0.9665425190058196,-1.4772616315795992,-0.8523584232978272,-0.563433780054429,-0.3939935214322191,0.5002314758980113,0.8341203920397088,1.546372747890546,1.8718741720270458,-1.674578248423157,-1.8159964433014235,1.9203107762930325,0.043055056290772505,0.7654819305158684,-0.24664752502675016,3.0980533730784097,2.9028138459484794,-0.5810182753401947,0.16598835808084125,-0.597181360177403,0.3490721053030138,-1.7038355668234404,-0.15938912277850611,-2.0836417596488777,1.5051499409478828,0.4475757506476993,-0.5532786248481774,-0.25534751509951675,-0.5054713323690353
0.37502467683476065,0.7481813418032509,-0.5693787863084605,-0.23416644604796977,2.3033055628152126,0.6169275564479764,1.1062955504107848,-0.8118467874826921,1.8864882151074416,-0.5988905424006866,-0.2791141506401509,-0.35431341365650393,0.3200517960488387,-0.7328456707144501,-0.5423464747400948,-2.5033049587829534,-0.23386568209851985,1.4487038698834134,-1.1027153493989594,-2.2254433840482593,1.3387524040559347,1.3027698844906546,0.22578097700522007,-0.8653821967956411,-0.9301972141289632,0.2569830781394898,-0.8327134127445218,1.0347670896696648,-1.3349592380439381,-1.502993398099277
0.37502467683476065,-0.9409056025013737,-0.6015093101442339,-1.2783546027840886,-0.7723968829851781,0.06808657883643698,0.2510330876588476,0.1404219029819763,-0.20176202902535634,0.7594374836308203,-0.8218625906275256,-0.6438751613072696,0.0,0.33996904349434304,0.2198602252660151,0.9038772110916333,0.7753284209130589,-0.174490382274802,0.1464225441377613,0.977945419741351,-0.4865473580253911,0.0006249023634625809,-0.9968766340609418,0.604015639295569,-0.33487099708642676,-0.590144790673347,-0.47296088089289623,-0.42922429784323146,-0.11115222316211965,-0.04990568944880154
0.37502467683476065,-0.15975880258858735,-0.1963093800163827,-0.12771576935716797,-0.16371188102149037,-0.05382255239621496,0.30572487193805253,-0.26013695289409194,-0.2411599725940351,-0.207275282004091,-0.3787936570135152,-0.2729755587856694,0.10668393201627958,0.1300738415496487,0.03533445654284088,0.36661931632345235,0.2995088535120392,0.13518332402546376,-0.09226951025871521,0.1571522787190673,-0.3522213437563618,0.19241803401128485,-0.52935814932652,0.3436756540585676,-0.2976631085212682,0.01118118015140312,0.161447278527067,-0.44552039158400303,0.11760906154379969,-0.255269474432936
0.37502467683476065,-0.9793299802450325,-0.5586738134073718,-1.285776200921239,-0.6378778096389461,0.6386980728078585,-0.09947917118748488,0.04464558209236191,-0.4461952176203824,0.14494545047351773,0.2203270708614838,-0.3588026842067848,-0.3200517960488387,0.3963707110248211,0.21614528450353448,0.7247375588641571,-0.5968888568934051,-0.7266454594693895,0.29777198050866815,0.9431238890778866,-0.21439525988151428,-0.2558445434097795,-0.7089417697894423,0.40820472790112416,0.037207888565158526,-1.0423342470079373,-0.5449802522223967,-0.31417195191472896,-0.1595806013238059,0.016202877970670337
